-883|326.94703901250614 
353|332.1545703247957 
-734|-752.2172720606663 
877|-179.23031594624922 
-401|-348.73641780820844 
-64|364.50942154054565 
-104|-611.6782953030315 
-219|-115.9536893621123 
948|364.1403677862568 
-642|-373.1411686395228 
-712|125.02300371748834 
-988|414.84661674335985 
-908|-688.1699517933396 
860|-62.88056499925631 
-632|179.10331786821712 
-594|60.07256888280949 
416|45.63904286118532 
732|346.0194540641321 
-18|-211.2110259969686 
302|-382.3039114919311 
-525|-377.2962642103223 
-109|348.15071638615564 
410|-945.0609023710277 
-669|-921.1658527047422 
-388|-396.2692117221718 
