-252|105.60934026888026 
689|703.8694138459671 
766|375.79016973922535 
632|715.8258882115824 
-271|-641.3691082640429 
777|10.572745745451584 
167|397.8332768490302 
539|-639.9319271614916 
57|-123.8283996576082 
26|60.75991438362985 
-312|883.7927162727117 
-525|-299.8840377460923 
218|282.99931806294944 
750|787.777429575231 
502|520.3391653308097 
770|-254.8541122874832 
-469|692.2280927363238 
-722|721.4099803163085 
345|-510.1311007744616 
466|-219.878309406889 
166|416.54243265421496 
952|-965.722313643615 
-776|62.623794532161355 
342|787.1892102849415 
-5|266.78845585806584 
-448|-648.485743173282 
-809|978.0922728916066 
-304|-619.5455104950463 
-112|100.77146382456999 
-629|-88.55771937854206 
